Library,Commit,bug report,Date,PR/Issue,Violation,Root Cause,Impact,Action,condition,Fixing pattern,Fixing element,,,
pytorch,https://github.com/pytorch/pytorch/commit/73431f087b48560ab4b65f8814809fc019061223,Allow torch.load and torch.save to take pathlib.Path. pathlib has been python standard library for filesystem path since python 3.4 But `torch.load` currently cannot take `pathlib.Path` as its filename of state dictionary. I changed `torch.load` and `_with_file_like` to check so that they can accept `pathlib.Path` typed filepath.,2017-11-11 18:50:13,,insufficient,type checking,incorrect functionality,extend,type checking api,others,,,,
pytorch,https://github.com/pytorch/pytorch/commit/24ca6aab024f4e45e462e387ffd710a1d25b59da,Improves type-checking guards. PR #38157 fixed type checking for mypy by including `if False` guards on some type-checker-only imports. However other typecheckers will respect this logic and ignore the imports,2020-09-03 10:45:53,,improper,type checking,others,update,if checker,object type is valid,,,,
pytorch,https://github.com/pytorch/pytorch/commit/92ebb04f9206882e6d312a8b91318545f43a53c2,added check for NumberType,2020-09-24 19:26:59,,insufficient,type checking,runtime error,extend,if checker,object type is valid,,,,
pytorch,https://github.com/pytorch/pytorch/commit/40d6f2a02027023216607adb892d3b9c7493904c,Update sdp_utils to check gradmode and subclassed tensors. Fix up the grad check test to check for subclassed tensors and gradmode,2023-01-17 18:14:21,,insufficient,type checking,incorrect functionality,extend,type checking api,tensor type is valid,subclass tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/fe6aa0844466e5dd2669092eac5edde153108b28,Don't delegate to `operator=` for construction. Catch hypothetical addition of a new Scalar type via debug assertion rather than checking in prod.,2022-05-13 16:49:40,,improper,type checking,incorrect functionality,replace,macro checker,tensor type is valid,scalar,,,
pytorch,https://github.com/pytorch/pytorch/commit/1c5a8125798392f8d7c57e88735f43a14ae0beca,Better type checking in disable_torch_function/dispatch ,2022-03-26 10:49:11,,improper,type checking,incorrect functionality,replace,type checking api,others,type checking,,,
pytorch,https://github.com/pytorch/pytorch/commit/35e7ac3fa17bc20d982ea69440d30cd9658dff25,This fixes a bug in singleCheckErrors introduced by #69437 (thanks Lezcano for the catch). Checking existence of a substring in a larger string is done with (name.find(text) != name.npos) but we omitted the second half of the check.,2022-01-25 0:33:36,,insufficient,others,incorrect functionality,extend,if checker,others,string varuable,,,
pytorch,https://github.com/pytorch/pytorch/commit/0f0829d88e839be1e150e917aca5b1edb64752ee," Strict bound check for SequenceFunctor. Summary: This exhibits the problem in NMT training where some out of bound data seems to have silently written over bound, and causing random segfaults elsewhere in the code. This itself does not solve the problem, but will trigger us to then fix the out of bound issues.",2017-09-14 4:30:58,,missing,edge cases,segmentation fault,add,type checking api,tensor size is valid,tensor sieze,,,
pytorch,https://github.com/pytorch/pytorch/commit/a7cc6531399300f999a404718827e2a94c115aaf,"Summary:GCC version check is currently being skipped when using the newly released CUDA 9.1. This will also handle other CUDA 9.x minor releases if any, reducing our work if there are such releases like 9.2. This assumes that the next major CUDA version will be 10.0, needing adjustment only after such major version is released.",2018-01-03 20:42:55,1,insufficient,device version,version incompatibility,extend,if checker,device version is valid,CUDA ,,,
pytorch,https://github.com/pytorch/pytorch/commit/218f4506fdcde69e3f8f2f2b2b51fefd996c577b,"Summary:this PR modifies the gcc compiler check for CUDA slightly. All ABI are compatible with eachother. According to the documentation, `CUDA_HOST_COMPILER` is set to `CMAKE_C_COMPILER` by default. This PR checks if `CMAKE_C_COMPILER` is too new for CUDA 8 and whether `CUDA_HOST_COMPILER` is set to `CMAKE_C_COMPILER`. It also modifies the message slightly.",2017-08-09 1:35:04,2,insufficient,device version,version incompatibility,extend,if checker,device version is valid,CUDA ,,,
pytorch,https://github.com/pytorch/pytorch/commit/3f5dc95b57496c4ea938be381efcdc2ea92bb4cc,Some of the tests don't specify `device` in the input configs so filter by device won't work for them. This diff fixes that issue.,2019-11-15 16:55:38,1,insufficient,device availability,incorrect functionality,extend,if checker,device is available,device,,,
pytorch,https://github.com/pytorch/pytorch/commit/1c02be1b6a0f6d02d3a0ae19c13d51a3e59a55ae,"In PyTorch 1.5, when running `torch.cuda.reset_peak_memory_stats()` on a machine where `torch.cuda.is_available() is False`, I would get: AssertionError: Found no NVIDIA driver on your system. Please check that you have an NVIDIA GPU and installed a driver from. With this patch, we get a more sensible:",2020-12-01 17:55:18,,insufficient,device availability,attribute error,extend,if checker,device is available,device,,,
pytorch,https://github.com/pytorch/pytorch/commit/29b702144bf5bb96dfd8fcbd04b6562a27ca5385, Fix issue in s_addmm_out_sparse_dense_cpu only supporting CUDA device checking. ## Motivation The at::native::s_addmm_out_sparse_dense_cpu only supports the CPU tensors. But it only checks whether the tensor is on CUDA device which is not enough. ## Solution Change the tensor device type checkging from is_cuda to !is_cpu to protect other backends than the CUDA.,2022-05-07 6:35:29,1,improper,device availability,incorrect functionality,update,macro checker,device is available,device,,,
pytorch,https://github.com/pytorch/pytorch/commit/bbc7c79b20e67da450dd9b7de70cc6b68e656714,add device checks for sparse csr,2023-03-27 14:57:27,,missing,device availability,incorrect functionality,add,macro checker,device is available,,,,
pytorch,https://github.com/pytorch/pytorch/commit/faa7eb81c634492b70fcc0327622bb0aa812cacd,"change error_message for XPU Autocast data type check. XPU autocast supports bf16 and fp16 data types, we are going to change the error_message for that.",2023-05-24 4:36:43,1,misleading,misleading error message,user confusion,improve,if checker,improve error message,log,,,
pytorch,https://github.com/pytorch/pytorch/commit/48a49b2683ffa21eb1b472e503c129c043c18f87,"use more informative error message for ConstandPad2d/3d.  the current error message for `torch.nn.ConstantPad2d` and `torch.nn.ConstantPad3d` is misleading, this PR fixes the problem.",2023-07-10 15:00:47,2,misleading,misleading error message,user confusion,improve,macro checker,improve error message,log,,,
pytorch,https://github.com/pytorch/pytorch/commit/bdb3fb49bc7a73cbcc5c865dda8be32888deb584,Fix the check message of unsupported collectives ops.  Fix the check message of unsupported collectives ops.,2023-05-22 14:37:05,1,misleading,misleading error message,user confusion,improve,macro checker,improve error message,log,,,
pytorch,https://github.com/pytorch/pytorch/commit/4ab1588d9919bc1a62219a5c2393e0784ddaae70,"Enhance error message for dependency check, If python development library is missing when building pytorch from source cmake will raise the error like: CMake Error at cmake/Dependencies.cmake:1079 (if): if given arguments: ""VERSION_LESS"" ""3""  Unknown arguments specified ```it's quite a misleading information that user would consider it's a syntax error or cmake version problem. This PR add a check to ensure `PYTHONLIBS_VERSION_STRING` exist before using.",2023-03-22 4:42:48,1,misleading,misleading error message,user confusion,improve,if checker,improve error message,log,,,
pytorch,https://github.com/pytorch/pytorch/commit/577e90ae9bf257040acb68da3626d9a64d07bf7a, Improve error message for missing ops. The current error message is ill formed,2022-06-23 5:04:34,1,misleading,misleading error message,user confusion,improve,macro checker,improve error message,log,,,
pytorch,https://github.com/pytorch/pytorch/commit/22044c6f7cbdafdd340714bbe220b621e1927826,"Use TORCH_CHECK instead of AT_ASSERT in torch::cuda::gather(). The error message produced by AT_ASSERT() in gather() encouraged users to file a bug report (""please report a bug to PyTorch...""). The assertion should be a regular argument check since it can be triggered by passing tensors with different dimensionality, e.g. `torch.cuda.comm.gather([torch.rand(1, device='cuda'), torch.rand(1, 1, device='cuda')])`.",2020-01-07 13:04:24,2,misleading,misleading error message,user confusion,improve,macro checker,improve error message,log,,,
pytorch,https://github.com/pytorch/pytorch/commit/a5aceba61fc290236af955e2c4fff4513476c9ff, [static-runtime] a pass through checks throwing exceptions Summary: increasing verbosity where possible,2023-03-07 14:16:27,1,misleading,misleading error message,user confusion,improve,macro checker,improve error message,log,,,
pytorch,https://github.com/pytorch/pytorch/commit/dc0d68a1ee3800ed4024762d018f85256e80f5ad,Print out interface mismatch for prim::ModuleDictIndex. This commit augments the module interface subtyping check that is done before the emission of the `prim::ModuleDictIndex` operator so that the error message that is printed if the subtyping check fails provides more information on which methods do not match.,2020-11-03 16:07:21,,misleading,misleading error message,user confusion,improve,if checker,improve error message,,,,
pytorch,https://github.com/pytorch/pytorch/commit/871e240e6367f94966a3e2f9deefbfa98e314d6d,Improved error message for interpolation. Improved error message for CUDA interpolation with antialiasing,2022-01-31 15:50:42,,misleading,misleading error message,user confusion,improve,macro checker,improve error message,logging,,,
pytorch,https://github.com/pytorch/pytorch/commit/c9548176965557a76526ba0db23ff5c9facd3e97,print matrix dims in torch cuda matrix multiply error.  trying to improve the error message for torch matrix multiply dimension mismatch,2021-02-24 23:09:25,,misleading,misleading error message,user confusion,improve,macro checker,improve error message,,,,
pytorch,https://github.com/pytorch/pytorch/commit/7caceea6e8c352a934f8fecf21f55454007d63b2,better error messages for Conv*d input shape checking ,2017-09-25 23:53:59,,misleading,misleading error message,user confusion,improve,if checker,improve error message,,,,
pytorch,https://github.com/pytorch/pytorch/commit/93256617c8622760181dacf03c41cc0577ac0ea6,corrected messages for check of default options. Modified messages in the check of default options for the Adam optimizer.,2020-04-08 14:22:50,,misleading,misleading error message,user confusion,improve,macro checker,improve error message,,,,
pytorch,https://github.com/pytorch/pytorch/commit/99f06c0cc2a907d8fbf613768356838548f1f8c0,update errors to be more descriptive we call `_check_single_tensor` and `_check_tensor_list` as validation but don't print out the param types that were invalid,2023-12-11 16:21:10,1,misleading,misleading error message,user confusion,improve,if checker,improve error message,,,,
pytorch,https://github.com/pytorch/pytorch/commit/9a9eadacc6ac3b734a6d607ae6f63ec1a0d1438d,explicitly check device for grid_sampler,2018-06-19 11:53:46,,missing,device availability,crash,add,if checker,device is available,,,,
pytorch,https://github.com/pytorch/pytorch/commit/86fb522acdd11f8caf5f4b0e0f3269ca515745c5,"Remove cudaMemcpy on full memory overlap. TensorIterator is already checking partial overlap, so there is no trivial UB, but TensorITerator allows full overlap, and it is not a bad idea to skip the memcpy in such case.",2020-03-11 20:36:03,,unnecessary,device availability,crash,remove,if checker,device is available,,,,
pytorch,https://github.com/pytorch/pytorch/commit/157d478a30f27fd9d866c1235841721a559c8d0b,Fix omission of shape in size check in index. ,2022-06-05 19:10:55,1,improper,tensor shape mismatch,crash,update,if checker,axis parameter matches tensor dimension,tensor shape,,,
